호출부호,선사,선명,총톤수,LOA
9HA5894,APC,CMACGMVALENCIA,39912,260
9HA5724,APC,CMACGMVITORIA,26836,100
S6LT4,CMA,APLESPLANADE,152350,369
VRNF7,HLC,SEASPANZAMBEZI,112967,336
9HA5956,CMA,CMACGMBOLDNESS,73133,272
BKIF,EMC,EVERLOGIC,99995,335
CQEB,CMA,BUXCOAST,72760,300
9HA4767,CMA,CMACGMJEANGABRIEL,96223,300
9V9373,CMA,APLCHONGQING,113735,349
9HA5503,CMA,CMACGMINTEGRITY,150783,366
9HA4979,APC,CMACGMCORAL,49810,282
9HA5913,CMA,INTERASIAACCELERATE,72896,255
C6EK8,CMA,CMACGMMARCOPOLO,176546,396
WPTC,CMA,PRESIDENTTRUMAN,75015,300
S6LT3,CMA,APLSINGAPURA,169423,398
9HA4989,CMA,CMACGMANDROMEDA,131332,364
9HA5896,CMA,CMACGMINNOVATION,73133,268
9HA5018,CMA,CMACGMAQUILA,131332,363
9HA4991,CMA,ANLWANGARATTA,39906,261
9HA5502,CMA,CMACGMDIGNITY,150783,366
9HA5004,CMA,CMACGMTARPON,54309,294
FMFR,CMA,CMACGMMEDEA,107711,348
C6EK7,CMA,CMACGMMUSCA,128600,348
VRLQ4,OOL,OOCLFRANCE,141795,366
9V9920,CMA,APLCOLUMBUS,109699,328
VRJL6,COS,COSCOFAITH,141823,366
9HA5189,CMA,CMACGMALASKA,140259,366
9HA3553,CMA,APLDANUBE,96253,300
9HA5500,CMA,CMACGMVELA,128600,347
9HA5971,CMA,PRESIDENTGRANT,59052,255
9HA5466,CMA,CMACGMHOPE,150783,366
9HA5973,CMA,CMACGMAMBITION,73133,268
VRSK6,COS,COSCOSHIPPINGCAMELLIA,143179,366
9V9725,EMA,EVERLEGION,99995,335
9V9724,EMA,EVERLEGEND,99995,335
9HA5650,CMA,CMACGMPRIDE,150783,366
9HA5006,CMA,CMACGMCALLISTO,131332,363
VRNY5,CMA,CMACGMTUTICORIN,113509,336
9HA2021,CMA,CMACGMLIBRA,131332,364
A8SV9,CMA,NORTHERNDEMOCRAT,36007,294
A8NM6,CMA,APLNEWJERSEY,71787,293
9V8721,CMA,MHPERSEUS,73172,272
9HA6015,CMA,CMACGMRUNDALE,32245,205
9V9921,CMA,APLHOUSTON,109712,328
9HA5265,APC,CNCJUPITER,18652,172
D5IC7,CMA,CSLMANHATTAN,54592,294
9HA5346,CMA,CMACGMNORMA,107711,350
VRCS2,COS,CSCLZEEBRUGGE,108069,337
9HA2361,CMA,CMACGMNERVAL,72884,300
9HA5020,CMA,CMACGMCENTAURUS,131332,364
9HA5005,CMA,CMACGMFLORIDA,54309,295
VRKE9,COS,COSCOFORTUNE,141823,366
9HA5974,CMA,CMACGMENDURANCE,73133,268
9HA3778,CMA,CMACGMRHONE,96253,300
VRLJ2,OOL,OOCLPOLAND,141003,366
9HA4040,COS,COSCOHELLAS,109149,350
9HA4773,CMA,APLCALIFORNIA,72704,293
KPJQ,APL,PRESIDENTJQADAMS,59052,255
9HA2907,CMA,CMACGMSAMSON,91498,335
VRJA4,COS,COSCOHARMONY,141823,367
9V9401,CMA,APLYANGSHAN,128929,347
3EVZ8,EMA,EVERFAITH,117340,334
9HA3793,CMA,CMACGMLITANI,96704,299
C6HB6,CMA,CMACGMBUTTERFLY,111249,350
9HA5583,CMA,CMACGMADONIS,154839,366
V7A6583,CMA,TSDUBAI,73172,295
9HA5325,CMA,CMACGMSCANDOLA,150844,366
9HA3851,CMA,CMACGMTHAMES,96253,300
9HA6018,CMA,PRESIDENTREAGAN,59052,255
FMPU,CMA,CMACGMGREENLAND,153907,366
2HDG4,EMA,EVERLOADING,101063,335
KPGK,APL,PRESIDENTGRANT,59052,255
V7A5639,CMA,GREGOS,29421,186
9HA4652,CMA,CMACGMLISAMARIE,96223,300
9HA6053,CMA,CMACGMNANSHA,75015,300
VRRJ2,OOL,COSCOSHIPPINGALPS,154300,366
9HA6068,CMA,CMACGMALMAVIVA,89787,334
9HA5021,CMA,CMACGMWHITESHARK,54309,294
2EDZ5,CMA,ERVING,142052,366
9V7977,EMA,EVERFORWARD,117340,334
VRRP8,CMA,CMACGMMUMBAI,113509,336
9V5675,CMA,ALSFLORA,40487,261
9HA5560,CMA,CMACGMAPOLLON,154995,366
VRSG3,COS,COSCOSHIPPINGSAKURA,143179,336
9HA3973,CMA,CMACGMARKANSAS,95680,300
5LLO9,CMA,MELBOURNEBRIDGE,75154,272
VRRY2,COS,COSCOSHIPPINGJASMINE,143179,366
D5TZ4,CMA,CMACGMSANFRANCISCO,75590,300
2HDG2,EMA,EVERLIBERAL,99995,335
9HA5997,CMA,CMACGMHARMONY,73133,272
WPRU,APL,PRESIDENTREAGAN,59052,255
FMYR,CMA,CMACGMMAUI,154598,366
9HA5697,CMA,CMACGMGANGES,94730,299
5BLX5,CMA,CMACGMNABUCCO,91410,334
9HA6048,CMA,PRESIDENTHWBUSH,59052,255
9V9404,CMA,APLDUBLIN,128929,347
5LII9,APC,AMALFIBAY,29796,186
9HA6072,APC,CMACGMVISBY,32245,205
V7A6698,CMA,KOTACALLAO,73172,272
9V9923,CMA,APLCHARLESTON,109699,328
9HA4990,CMA,CMACGMVIRGINIA,54309,294
9HA4648,CMA,CMACGMXIAMEN,75752,306
V7EY9,CMA,ELENIT,40030,260
D5QE3,CMA,CMACGMMISSISSIPPI,102931,300
FNAC,CMA,CMACGMFORTJAMES,73133,268
FMYS,CMA,CMACGMBIGSUR,154598,366
9HA5007,CMA,CMACGMCASSIOPEIA,131332,364
9HA5860,CMA,CMACGMRIMBAUD,71112,270
9HA5479,CMA,CMACGMUNITY,150783,366
V7A6421,CMA,IRENESREWARD,30221,186
9HA5460,CMA,CMACGMJULESVERNE,176435,396
WPBU,APL,PRESIDENTBUSH,59052,255
C6DB5,APC,KUOLIN,18826,170
9HA3739,CMA,CMACGMLOIRE,96253,300
9HA2954,CMA,CMACGMMELISANDE,91498,335
9HA5606,CMA,CMACGMFIDELIO,107898,349
5LKZ5,CMA,PELION,73172,272
2FRK7,EMA,EVERLASTING,99995,335
2DXY2,CMA,EDISON,142052,366
9HA3643,CMA,CMACGMALEXANDRIA,25406,208
9V9375,CMA,APLLEHAVRE,113735,354
9HA6139,CMA,CMACGMSINTRA,32245,205
9HA6093,CMA,PRESIDENTMONROE,59052,255
9HA5905,CMA,CMACGMCEDRUS,154598,366
9HA5904,CMA,CMACGMCAPECOD,154598,366
9HA2742,CMA,CMACGMATTILA,91498,335
9HA6035,CMA,CMACGMPOINTEDUPITON,74721,272
VRGM7,CMA,COSCOPHILIPPINES,91051,334
A8YT7,HLC,MALIAKOS,41391,262
5LSP2,CMA,SEATRADEECUADOR,18761,171
9HA2889,CMA,CMACGMBIANCA,91498,335
5LRD3,CMA,WESTPORT,90389,336
9HA6140,CMA,PRESIDENTCARTER,59052,255
9HA5475,CMA,APLTURKEY,71787,293
9HA5951,CMA,CMACGMIVANHOE,111249,350
VRSK7,COS,COSCOSHIPPINGORCHID,143179,366
WPMF,APL,PRESIDENTMONROE,59052,255
9HA6212,APC,KUOLIN,18826,170
VRWI3,OOL,OOCLBAUHINIA,159260,367
9V7978,EMA,EVERFUTURE,117340,334
9HA5903,CMA,CMACGMGRACEBAY,154598,366
VRSG8,COS,COSCOSHIPPINGAZALEA,143179,366
9HA6124,CMA,PRESIDENTLBJOHNSON,59052,255
9HA6168,CMA,CMACGMADVENTURE,73133,268
FNXX,CMA,CMACGMPETRA,74642,272
9HA5008,CMA,CMACGMBENJAMINFRANKLIN,179922,399
WPCW,APL,PRESIDENTCARTER,59052,255
9V7980,EMA,EVERFRANK,117340,334
9HA5999,CMA,CMACGMWISDOM,73133,272
FNAD,CMA,CMACGMSAINTEANNE,73133,268
9HA5019,CMA,CMACGMGEORGFORSTER,177381,398
3E5419,APC,HELE,13406,162
9HA5178,CMA,APLQINGDAO,113735,354
9HA2146,CMA,CMACGMTITAN,131332,364
KPJG,APL,PRESIDENTLBJOHNSON,59052,255
5LGW5,APC,MONICA,17801,172
9HA6036,CMA,CMACGMPOINTEPERCEE,74721,272
9HA6237,CMA,CMACGMIRON,128060,335
H9CF,EMA,EVERFAME,116295,334
9HA6001,CMA,CMACGMDALILA,90931,334
9HA4199,CMA,CMACGMTANYA,95680,300
9HA6119,CMA,CMACGMCONGO,102931,300
VRWL2,OOL,OOCLSUNFLOWER,159260,367
BKIZ,EMC,EVERLOYAL,99995,335
VRSA2,OOL,COSCOSHIPPINGANDES,154300,366
9HA6238,CMA,CMACGMCOBALT,128060,335
3EIK,EAS,EASLINEYANTAI,14089,164
9VFC2,ONE,NYKDANIELLA,26968,210
3E8943,HMM,HMMJUNIPER,82335,274
5LKD6,MSC,MSCSTACEY,149228,366
3E8407,HMM,HMMFOREST,82335,274
BPGI5,XPR,CHANGSHUNQIANCHENG,31858,197
9V2443,ONE,X-PRESSKAILASH,28100,222
V7GR2,HLC,WIDEJULIET,51872,255
